0   26409.2
1   26206.2
3   24117.4
5   22618.3
97   22612.3
290   22325.4
375   22146.3
709   21792.7
740   21457.6
1668   21423.2
2056   21251.9
2598   20808.1
3366   20643.6
4078   19261.1
33670   19001.1
96526   18923.5
